First_Level_Chinese,First_Level_English,Second_Level_Chinese,Second_Level_English,Description_2nd,Third_Level_Chinese,Third_Level_English,Description_3rd,Fourth_Level_Chinese,Fourth_Level_English,Description_4th,Label
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,撤销跨境业务信息,Cancel Cross Border Business Information,指跨境业务中被撤销的业务信息。加撤销业务申报号码、撤销业务受理日期等。,M2_CCBBI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,跨境收付业务信息,CrossBorderCollectionAndPaymentBusinessInformation,指从其他政府机构或事业单位接收的跨境业务信息，如货币收购业务信息、跨境担保业务信息等。,漏报迟报业务信息,Misreporting And Late Reporting Of Business Information,指跨境业务中迟报、漏报的业务信息。如迟报天数等。,M2_MALROBI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融消费权益保护业务信息,InformationOnFinancialConsumptionRightsAndInterestsProtectionBusiness,指金融消资者保护业务所涵盖的相关属性信息，如普惠金融信息、案例管理信息等。,咨询投诉管理信息,Consulting Complaint Management Information,指金融消费者进行咨询或投诉产生的业务信息。如咨询工单编号、咨询处理结果等。,M2_CCMI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融消费权益保护业务信息,InformationOnFinancialConsumptionRightsAndInterestsProtectionBusiness,指金融消资者保护业务所涵盖的相关属性信息，如普惠金融信息、案例管理信息等。,普惠金融信息,Inclusive Financial Information,指开展普惠金融工作经验相关的业务信息。如工作动态标题等。,M2_IFI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融消费权益保护业务信息,InformationOnFinancialConsumptionRightsAndInterestsProtectionBusiness,指金融消资者保护业务所涵盖的相关属性信息，如普惠金融信息、案例管理信息等。,普惠金融指标管理信息,Inclusive Financial Indicator Management Information,指根据普惠金融指标体系的工作要求录入的业务信息。如普惠金融指标名称、普惠金融指标启用日期等。,M2_IFIMI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融消费权益保护业务信息,InformationOnFinancialConsumptionRightsAndInterestsProtectionBusiness,指金融消资者保护业务所涵盖的相关属性信息，如普惠金融信息、案例管理信息等。,案例管理信息,Case Management Information,指系统内录入的以往关于金融消费者保护的案例信息。如案例编号、案例案情简介等。,M2_CMANI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融消费权益保护业务信息,InformationOnFinancialConsumptionRightsAndInterestsProtectionBusiness,指金融消资者保护业务所涵盖的相关属性信息，如普惠金融信息、案例管理信息等。,消费者教育信息,Consumer Education Information,指金融知识普及和宣传相关业务信息。如消费者教育知识标题、消费者教育知识关键字等。,M2_CEI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融消费权益保护业务信息,InformationOnFinancialConsumptionRightsAndInterestsProtectionBusiness,指金融消资者保护业务所涵盖的相关属性信息，如普惠金融信息、案例管理信息等。,电子公告管理信息,Electronic Bulletin Management Information,指发布金融消费者权益保护相关电子公共产生的业务信息。如电子公告标题、电子公告发布时间等。,M1_EBMI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融消费权益保护业务信息,InformationOnFinancialConsumptionRightsAndInterestsProtectionBusiness,指金融消资者保护业务所涵盖的相关属性信息，如普惠金融信息、案例管理信息等。,监督检查信息,Supervision And Inspection Information,指对机构进行金融消费者权益保护评估产生的业务信息，包括机构自评及中国人民银行评估。如现场检查内容、现场检查对象等。,M2_SAII
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融稳定分析业务信息,FinancialStabilityAnalysisBusinessInformation,指防范化解系统性金融风险工作时产生的各类信息，如指标分析信息、报表处理信息。,指标分析信息,Indicator Analysis Information,指分析涉及金融稳定相关指标的业务信息。如金融稳定指标信息等。,M3_IANI
业务,Business,金融监管和服务,FinancialRegulationAndServices,金融业有关机构在履行各类监管、政务及金融服务职能等过程中产生的数据，如反洗钱业务信息、国库业务信息等。,金融稳定分析业务信息,FinancialStabilityAnalysisBusinessInformation,指防范化解系统性金融风险工作时产生的各类信息，如指标分析信息、报表处理信息。,报表处理信息,Report Processing Information,指处理金融稳定报表产生的业务信息。如金融稳定报表名称等。,M2_RPI
业务,Business,交易信息,TransactionInformation,指通过交易所产生的数据。交易，即任何改变金融业机构财务状态信息基础的业务动作。包括交易基本信息、交易金额信息、交易对手信息、交易清结算信息、交易记账信息等。,交易通用信息,GeneralTransactionInformation,指描述交易本身具体的通用属性数据，如交易账户、日期、种类、渠道、交易对手、交易核算等。,交易基本信息,Basic Transaction Information,指交易基本数据，如交易流水号、交易日期、交易类型（含金融性交易，如存款、汇款等，以及非金融性交易，加账户查询、修改密码等）、交易渠道、交易来源、交易地点、请求日期、生效日期等。,M2_BTI
业务,Business,交易信息,TransactionInformation,指通过交易所产生的数据。交易，即任何改变金融业机构财务状态信息基础的业务动作。包括交易基本信息、交易金额信息、交易对手信息、交易清结算信息、交易记账信息等。,交易通用信息,GeneralTransactionInformation,指描述交易本身具体的通用属性数据，如交易账户、日期、种类、渠道、交易对手、交易核算等。,交易金额信息,Transaction Amount Information,指描述交易中实际发生的金额信息，如交易币种、交易金额等。,M3_TAI
业务,Business,交易信息,TransactionInformation,指通过交易所产生的数据。交易，即任何改变金融业机构财务状态信息基础的业务动作。包括交易基本信息、交易金额信息、交易对手信息、交易清结算信息、交易记账信息等。,交易通用信息,GeneralTransactionInformation,指描述交易本身具体的通用属性数据，如交易账户、日期、种类、渠道、交易对手、交易核算等。,交易对手信息,Counterparty Information,指交易活动中交易对象的相关数据，如对手类型、对手方客户名称、对手方开户行及账号等。,M3_COUI
业务,Business,交易信息,TransactionInformation,指通过交易所产生的数据。交易，即任何改变金融业机构财务状态信息基础的业务动作。包括交易基本信息、交易金额信息、交易对手信息、交易清结算信息、交易记账信息等。,交易通用信息,GeneralTransactionInformation,指描述交易本身具体的通用属性数据，如交易账户、日期、种类、渠道、交易对手、交易核算等。,交易清结算信息,Transaction Clearing And Settlement Information,指金融业机构为客户办理货币支付、资金划拨及其资金清算业务的数据，如发起行、接收行、支付指令、清分明细数据（商户手续费、渠道成本、代理商分润等）等。,M2_TCASI
业务,Business,交易信息,TransactionInformation,指通过交易所产生的数据。交易，即任何改变金融业机构财务状态信息基础的业务动作。包括交易基本信息、交易金额信息、交易对手信息、交易清结算信息、交易记账信息等。,交易通用信息,GeneralTransactionInformation,指描述交易本身具体的通用属性数据，如交易账户、日期、种类、渠道、交易对手、交易核算等。,交易记账信息,Transaction Bookkeeping Information,指会计主体因交易发生的经济活动而进行事后核算记账的数据，如记账日期、记账时间等。,M2_TBI
业务,Business,交易信息,TransactionInformation,指通过交易所产生的数据。交易，即任何改变金融业机构财务状态信息基础的业务动作。包括交易基本信息、交易金额信息、交易对手信息、交易清结算信息、交易记账信息等。,保险收付费信息,InsuranceCollectionAndPaymentInformation,指因承保、理赔或保全批改，客户需缴纳保险费或客户获得赔偿或给付等 费用相关数据。,保险赔偿和给付信息,Insurance Compensation And Benefit Information,指因保全批改或理赔，客户获得的赔偿或给付等费用数据，如给付项目、金额、赔付日期、保险金领取人等。,M3_ICABI
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,产品信息,ProductInformation,指金融业机构产品日常管理、销售、运营的各类数据。,新产品（项目）研发信息,New Product Project R&D Information,指金融业机构研究选择适应市场需要的产品，从产品设计到投入正常生产的一系列决策过程所产生的数据，如调查研究报告、开发新产品的构思或创意、新产品或品种设计信息、新产品或品种研发报告及数据、新产品测试评估报告及数据，保险产品的定价和产品利润假设、费率表和准备金表等精算数据，以及金融资产管理公司拟收购、拟处置不套资产的项目方案及其审核审批信息等。,M3_NPPRI
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,产品信息,ProductInformation,指金融业机构产品日常管理、销售、运营的各类数据。,基本信息,Product Essential Information,指用于产品管理的基础描述数据，如产品编号、产品名称、适用客户类型等。,M2_PESI
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,产品信息,ProductInformation,指金融业机构产品日常管理、销售、运营的各类数据。,分类信息,Product Classification Information,指金融业机构根据各部门及业务条线的管理需求，依据产品分类标准，采用特定产品分类业务视角，对金融业机构产品进行分类的相关数据，如产品分类代码、产品分类名称、产品分类层级等。,M2_PCI
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,产品信息,ProductInformation,指金融业机构产品日常管理、销售、运营的各类数据。,特征信息,Characteristic Information,指金融产品特征的集合，如期限特征、保险保障特征、金额及辙费方式特征、利率特征、保险条款等。,M2_CHI
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,产品信息,ProductInformation,指金融业机构产品日常管理、销售、运营的各类数据。,管理信息,Management Information ,指产品日常管理数据，如金融业机构向监管机构进行本机构产品报备（报批）的相关文件，以及金融资产管理公司拟收购不良资产的立项及其审核审批信息、投后管理信息等。,M2_MI
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,渠道信息,ChannelInformation,指金融业机构与客户直接或间接接触、沟通、销售与提供产品服务的过程中，涉及金融业机构自身管理范围内相关的渠道数数据。如渠道编号、 渠道名称、渠道用途、渠道类型、渠道启用日期、渠道停用日期等。,线下自有渠道信息（公开）,Information Of Off line Self Owned Channels Public,指门店、网点、柜面、自助服务设备、保险直销等渠道数据，如门店名称、柜面名称、位置、联系方式等。,M1_IOOlSOCP
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,渠道信息,ChannelInformation,指金融业机构与客户直接或间接接触、沟通、销售与提供产品服务的过程中，涉及金融业机构自身管理范围内相关的渠道数数据。如渠道编号、 渠道名称、渠道用途、渠道类型、渠道启用日期、渠道停用日期等。,线上自有渠道信息（公开）,Online Self Owned Channel Information Public,指通过网页、APP、微信公众号、微信小程序等形式与客户接触的网银、手机银行、保险网上商城等渠道数据，如网址、安装软件包下载链接或二维码、服务项目等。,M1_OSOCIP
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,渠道信息,ChannelInformation,指金融业机构与客户直接或间接接触、沟通、销售与提供产品服务的过程中，涉及金融业机构自身管理范围内相关的渠道数数据。如渠道编号、 渠道名称、渠道用途、渠道类型、渠道启用日期、渠道停用日期等。,第三方代理渠道信息（公开）,Third Party Agency Channel Information Public,指公开的笫三方代理渠道数据，如业务代理人、推广机构的信息，如姓名、联系方式等。,M1_TPACIP
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,渠道信息,ChannelInformation,指金融业机构与客户直接或间接接触、沟通、销售与提供产品服务的过程中，涉及金融业机构自身管理范围内相关的渠道数数据。如渠道编号、 渠道名称、渠道用途、渠道类型、渠道启用日期、渠道停用日期等。,渠道管理信息,Channel Management Information,指渠道编号、渠道启用日期、渠道停用日期、代理合同信息、代理人证件信息等渠道日常管理及维护相关数据。如通过委托第三方渠道，进行产品和服务的推广和营销时，所记录的相关信息（名称、业务范困、统一社会信用代码（五证合一后）、注册地址等）、监管辖区信息、保险中介业务许可证信息等；如保险公司个人代理人的信息，如性别、执业证信息、所属保险机构信息、入离公司信息、学历信息、代理合同信息等。,M2_CMAI
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,营销信息,MarketingInformation,指在一定时间利条件下，与金融业机构市场营销有关的各类数据。,市场营销信息（公开）,Marketing Information Public,指市场营销活动的相关数据，如营销宣传信息等。,M1_MIP
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,营销信息,MarketingInformation,指在一定时间利条件下，与金融业机构市场营销有关的各类数据。,市场营销信息（非公开）,Marketing Information Non Public,指市场营销活动的相关数据，如市场分析、目标市场、营销计划等。,M2_MINP
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,营销信息,MarketingInformation,指在一定时间利条件下，与金融业机构市场营销有关的各类数据。,营销管理信息,Marketing Management Information,指客户营销所涉及的各环节的所有过程和结果数据，如营销活动、规则模型、营销名单、任务事件（考核指标）、营销接触、营销结果、营销评价、考核分润信息等。,M2_MMI
经营管理,OperationManagement,营销服务,MarketingServices,指金融业机构在充分认识、满足消费者需求的前提下，为充分满足消费者需要在营销服务过程中所采取的一系列活动中所产生的相关数据。,营销信息,MarketingInformation,指在一定时间利条件下，与金融业机构市场营销有关的各类数据。,服务管理信息,Service Management Information,指为客户设置的管理归属以及为服务客户提供的配套服务活动中产生的相关数据，如管户关系、服务投诉建议、客户积分以及通知及优惠减免等服务信息（管户信息、积分管理、投诉建议、通知信息、管理团队、客服知识库等）。,M2_SMI
经营管理,OperationManagement,运营管理,OperationManagement,指金融业机构在运营过程中的计划、组织、实施和控制的相关数据。,安防管理信息,SecurityManagementInformation,指保障金融业机构正常营业的安防设计方案、安保措施等信息.,技术安防信息,Technical Security Information,指保护金融业机构运营必须的数据裁体的技术设计文档、方案、程序代码等数据，如操作系统集中认证（授权、审计）设计文档、银行卡密钥及防护措施设计文档、银行卡磁道加密密钥和制卡参数、密码（密押、数字证书等编码和解密算法相关文档和程序代码、票证（票据、印章、银行卡） 防伪方案（工艺、措施）等。,M3_TSI
经营管理,OperationManagement,运营管理,OperationManagement,指金融业机构在运营过程中的计划、组织、实施和控制的相关数据。,安防管理信息,SecurityManagementInformation,指保障金融业机构正常营业的安防设计方案、安保措施等信息.,物理安防信息,Physical Security Information,指保护金融业机构物理设施的设计文档、方案等数据，如金库安防方案、运钞车路线、监控报警系统设计方案、营业网点（含ATM、自助银行）安防设计文档等。,M3_PSI
经营管理,OperationManagement,运营管理,OperationManagement,指金融业机构在运营过程中的计划、组织、实施和控制的相关数据。,业务运维信息,BusinessOperationAndMaintenanceInformation,指信息系统对业务相关参数或指标等数据进行运维过程中产生的数据。,参数/指标运维信息,Parameter Index Operation And Maintenance Information,指信息系统对业务相关参数或指标数据进行运维过程中产生的数据，如对产品和服务的汇率、费率、优惠活动、卡面（如借记卡、信用卡等）信息等运营参数或指标进行运维的过程中产生的数据等。,M2_PIOAMI
经营管理,OperationManagement,运营管理,OperationManagement,指金融业机构在运营过程中的计划、组织、实施和控制的相关数据。,合作单位信息,PartnerInformation,指金融业机构在提供金融服务中，需要开展合作的第三方机构信息。,合作单位基本信息,Basic Information Of Partner,指合作单位的基本情况数据，如单位名称、单位类型等。,M2_BIOP
经营管理,OperationManagement,运营管理,OperationManagement,指金融业机构在运营过程中的计划、组织、实施和控制的相关数据。,合作单位信息,PartnerInformation,指金融业机构在提供金融服务中，需要开展合作的第三方机构信息。,合作单位联系人信息,Contact Information Of Partner,指合作单位联系人基本情况数据，如姓名、电话、邮箱等。,M3_CIOP
经营管理,OperationManagement,运营管理,OperationManagement,指金融业机构在运营过程中的计划、组织、实施和控制的相关数据。,合作单位信息,PartnerInformation,指金融业机构在提供金融服务中，需要开展合作的第三方机构信息。,合作内容信息,Cooperation Vontent Information,括与合作单位确定的合作内容，如合约协议文档、评价考核结果等。,M2_CVI
经营管理,OperationManagement,运营管理,OperationManagement,指金融业机构在运营过程中的计划、组织、实施和控制的相关数据。,合作单位信息,PartnerInformation,指金融业机构在提供金融服务中，需要开展合作的第三方机构信息。,合作单位特有信息,Partner Specific Information,指与特定金融业务相关，不属于合作单位基本信息的特有信息数据，如与保险业务相关的汽车修理厂的修车设备、技术人员等级等，公估公司的经营范围、公估许可证信息等，鉴定机构的鉴定人员、鉴定资质信息等，医院的医院等级、床位数量等。,M2_PSPI
经营管理,OperationManagement,运营管理,OperationManagement,指金融业机构在运营过程中的计划、组织、实施和控制的相关数据。,音影像信息,AudioAndVideoInformation,指金融业机构在提供金融产品或服务的过程中产生的音影像资料。,日常管理相关音影像信息,Daily Management Of Relevant Audio And Video Information,指金融业机构日常管理过程中产生的音影像资料，如会议、安防、团建活动、党建活动等过程中采集的视频、录音、照片，以及会计档案等。,M2_DMORAAVI
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险偏好信息,RiskAppetiteInformation,指金融业机构对风险的接受程度相关数据。,风险偏好定量指标,Quantitative Indicators Of Risk Appetite,指金融业机构利润、风险、资本、流动性以及其他相关指标的目标值或目标区间数据。,M3_QIORA
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险偏好信息,RiskAppetiteInformation,指金融业机构对风险的接受程度相关数据。,风险偏好不定量指标,Non Quantitative Indicators Of Risk Appetite,指金融业机构对不能定量的风险偏好的定性描述文档等数据，也包括承担此类风险的原因信息、采取的管理措施信息。,M3_NQIORA
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险偏好信息,RiskAppetiteInformation,指金融业机构对风险的接受程度相关数据。,风险抵御水平信息,Risk Mitigation Level Information,指能反映金融业机构的资本、流动性抵御各类风险水平的相关数据。,M3_RMLI
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险偏好信息,RiskAppetiteInformation,指金融业机构对风险的接受程度相关数据。,风险偏好偏离信息,Risk Appetite Deviation Information,指反映可能导致偏离风险偏好目标的情形和处置方法的相关文档等数据。,M3_RADI
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险管控信息,RiskControlInformation,指金融业机构通过对风险的认识、衡量和分析，选择最有效的方式，主动地、有目的地管理的相关数据。,风险缓释信息,Risk Mitigation Information,指金融业机构采取如抵押、保证、金融衍生品等风险缓释工具，或者采取保险、融资等手段所实施的风险转移技术等的相关数据，如抵押信息、保证信息、金融衍生品信息等。,M2_RMI
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险管控信息,RiskControlInformation,指金融业机构通过对风险的认识、衡量和分析，选择最有效的方式，主动地、有目的地管理的相关数据。,风险识别信息,Risk Identification Information,指认识所面临各种风险及分析风险事故发生的潜在原因过程中所使用的统计方法及工具、分析模型及其产生的相关数据。如贷前风险调查、贷款分类、信用报告和金融资产管理公司的立项、尽职调查、方案信息等。,M2_RII
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险管控信息,RiskControlInformation,指金融业机构通过对风险的认识、衡量和分析，选择最有效的方式，主动地、有目的地管理的相关数据。,风险计量信息,Risk Measurement Information,指在风险识别的基础上，对风险发生的可能性、风险将导致的后果及严重程度进行充分的分析和评估，从而确定风险水平过程的相关数据，包括模型及统计指标等，如客户的单笔债项或汇息的风险计量相关数据、风险加权资产信息、风险评级或评分等。,M2_RMEI
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险管控信息,RiskControlInformation,指金融业机构通过对风险的认识、衡量和分析，选择最有效的方式，主动地、有目的地管理的相关数据。,风险监测信息,Risk Monitoring Information,指动态、连续监测各种可量化的关键风险指标以及不可量化的风险因素的变化和发展趋势的相关数据，包括信用卡预警信息、PD预警信息、异常事件信息、信用风险客户监控信息、监测报告等。,M2_RMOI
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险管控信息,RiskControlInformation,指金融业机构通过对风险的认识、衡量和分析，选择最有效的方式，主动地、有目的地管理的相关数据。,风险控制信息,Risk Control Information,指在对经过识别利计量的风险采取分散、对冲、转移、规避和补偿等措施，进行有效管理和控制的相关数据，包括额度冻结信息、户口冻结信息、限额信息等。,M2_RCI
经营管理,OperationManagement,风险管理信息,RiskManagementInformation,指金融业机构对经营风险的评估信息、成本收益权衡方 案和决定采取的行动计划以及其他相关信息。,风险管控信息,RiskControlInformation,指金融业机构通过对风险的认识、衡量和分析，选择最有效的方式，主动地、有目的地管理的相关数据。,黑名单信息,Blacklist Information,指有现实或潜在风险的客户信息数据，如外部购买和内部产生的黑名单信息等。,M3_BI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,项目管理信息,ProjectManagementInformation,指因金融业机构发展需要建立的各类包含基础设施建设、信息系统建设等信息化项目管理数据，如规划类数据、质量管理类数 据、开发类数据、测试类数据等。,规划信息,Planning Information,指信息化项目、信息系统的规划文档等数据。,M3_PI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,项目管理信息,ProjectManagementInformation,指因金融业机构发展需要建立的各类包含基础设施建设、信息系统建设等信息化项目管理数据，如规划类数据、质量管理类数 据、开发类数据、测试类数据等。,质量管理信息,Quality Management Information,指信息科技管理文档、制度文档、质量管控文档等数据。,M2_QMI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,项目管理信息,ProjectManagementInformation,指因金融业机构发展需要建立的各类包含基础设施建设、信息系统建设等信息化项目管理数据，如规划类数据、质量管理类数 据、开发类数据、测试类数据等。,开发信息,Development Information,指信息系统设计方案、源代码等数据。,M3_DI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,项目管理信息,ProjectManagementInformation,指因金融业机构发展需要建立的各类包含基础设施建设、信息系统建设等信息化项目管理数据，如规划类数据、质量管理类数 据、开发类数据、测试类数据等。,测试信息,Test Information,指测试方案、测试计划、测试报告等数据。,M2_TI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,系统管理信息,SystemManagementInformation,金融业机构信息科技建设过程中需要管理的包括信息系统配置信息、数据字典、信息资产、运行日志类信息等系统相关的管理数据。,配置信息,Configuration Information,指与信息系统配置相关的数据，包括关键配置参数、存放路径、重要参数等。,M2_CONI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,系统管理信息,SystemManagementInformation,金融业机构信息科技建设过程中需要管理的包括信息系统配置信息、数据字典、信息资产、运行日志类信息等系统相关的管理数据。,办公软件资源,Office Coftware Resources,指办公环境所需的基础软件和软件产品说明，如数据库的安装包、升级包、硬件产品管理信息以及其相关说明文档等。,M2_OCR
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,系统管理信息,SystemManagementInformation,金融业机构信息科技建设过程中需要管理的包括信息系统配置信息、数据字典、信息资产、运行日志类信息等系统相关的管理数据。,信息资产管理信息,Information Asset Management Information,指与信息资产相关的数据，包括资产类型信息、资产价值信息、资产折旧信息、资产生命周期信息、拓扑关系信息、系统网络安全等级清单等。,M2_IAMI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,系统管理信息,SystemManagementInformation,金融业机构信息科技建设过程中需要管理的包括信息系统配置信息、数据字典、信息资产、运行日志类信息等系统相关的管理数据。,数据字典信息,Data Dictionary Information,指各个信息系统中的数据字典，如数据符号、数据示意、说明解释等。,M2_DDI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,系统管理信息,SystemManagementInformation,金融业机构信息科技建设过程中需要管理的包括信息系统配置信息、数据字典、信息资产、运行日志类信息等系统相关的管理数据。,安全管理信息,Safety Management Information,指信息系统漏洞信息、安全防护配置与策略信息、自行识别的威胁数据、安全告警信息、安全事件信息等数据。,M2_SMAI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,系统管理信息,SystemManagementInformation,金融业机构信息科技建设过程中需要管理的包括信息系统配置信息、数据字典、信息资产、运行日志类信息等系统相关的管理数据。,运行日志信息,Running Log Information,指各个系统、应用、网络、机房设施、监控平台中记录的日志数据，如记录时间、记录日期、记录内容、告警类型、告警等级、诊断信息等数据。,M2_RLI
经营管理,OperationManagement,技术管理,TechnicalManagement,指金融业机构因发展需要建立的各类包含基础信息设施 建设、信息系统建设等项目、系统相关管理数据。,系统管理信息,SystemManagementInformation,金融业机构信息科技建设过程中需要管理的包括信息系统配置信息、数据字典、信息资产、运行日志类信息等系统相关的管理数据。,系统运维信息,System Operation And Maintenance Information,指用于系统维护或统计数据产生的shell脚本、SQL脚本等。,M3_SOAMI
经营管理,OperationManagement,综合管理,IntegratedManagement,机构在各项日常行政、人力资源、组织结构、战略规划 及法律事务等工作的管理数据。,战略规划信息,StrategicPlanningInformation,一般指金融业机构为开发核心竞争力、获取竞争优势所产生的战略规划数据、文档，如营销、业务发展、品牌、融资、技术开 发、人才开发、资源开发等战略信息。,市场营销规划信息,Marketing Planning Information,指金融业机构市场营销活动及其有关的各项业务管理文档等数据。,M3_MPI
